YearsCodePro,DevType,ConvertedCompYearly,OrgSize,Year
Less than 1 year,Data Analyst,24000.0,10-100,2021
2,Data Analyst,3012.0,2-9,2021
13,Data Analyst,6144.0,2-9,2021
10,Data Analyst,24000.0,2-9,2021
10,Data Analyst,27923.0,10000+,2021
12,Data Analyst,16752.0,10-100,2021
23,Data Analyst,200000.0,5000-9999,2021
7,Data Analyst,127061.0,2-9,2021
8,Data Analyst,100000.0,2-9,2021
Less than 1 year,Data Analyst,9432.0,10000+,2021
6,Data Analyst,23844.0,100-1000,2021
20,Data Analyst,75669.0,100-1000,2021
7,Data Analyst,42408.0,10-100,2021
8,Data Analyst,25128.0,10-100,2021
3,Data Analyst,17973.0,100-1000,2021
3,Data Analyst,5256.0,10-100,2021
5,Data Analyst,52942.0,5000-9999,2021
14,Data Analyst,192000.0,1,2021
9,Data Analyst,55776.0,100-1000,2021
4,Data Analyst,518868.0,10-100,2021
10,Data Analyst,73644.0,10-100,2021
5,Data Analyst,35972.0,100-1000,2021
20,Data Analyst,161550.0,1,2021
27,Data Analyst,81720.0,100-1000,2021
23,Data Analyst,91883.0,10000+,2021
14,Data Analyst,81074.0,10-100,2021
10,Data Analyst,33528.0,10-100,2021
4,Data Analyst,34600.0,10-100,2021
Less than 1 year,Data Analyst,31022.0,0,2021
2,Data Analyst,25668.0,1000-4999,2021
13,Data Analyst,48000.0,10-100,2021
11,Data Analyst,161574.0,100-1000,2021
8,Data Analyst,75648.0,10000+,2021
12,Data Analyst,129718.0,10-100,2021
12,Data Analyst,122796.0,1000-4999,2021
6,Data Analyst,21264.0,2-9,2021
8,Data Analyst,48881.0,10000+,2021
3,Data Analyst,47352.0,10-100,2021
35,Data Analyst,109871.0,5000-9999,2021
20,Data Analyst,79582.0,10000+,2021
32,Data Analyst,672492.0,10-100,2021
2,Data Analyst,24000.0,10-100,2021
20,Data Analyst,70264.0,0,2021
2,Data Analyst,36753.0,10-100,2021
32,Data Analyst,32429.0,1,2021
5,Data Analyst,4140.0,10-100,2021
15,Data Analyst,64859.0,1000-4999,2021
1,Data Analyst,9612.0,2-9,2021
4,Data Analyst,5160.0,10-100,2021
3,Data Analyst,6876.0,10000+,2021
10,Data Analyst,54048.0,100-1000,2021
1,Data Analyst,15672.0,10-100,2021
10,Data Analyst,20943.0,10000+,2021
20,Data Analyst,64242.0,1000-4999,2021
20,Data Analyst,116249.0,10-100,2021
13,Data Analyst,51888.0,10-100,2021
3,Data Analyst,20760.0,2-9,2021
3,Data Analyst,5028.0,2-9,2021
2,Data Analyst,47648.0,100-1000,2021
20,Data Analyst,13740.0,2-9,2021
8,Data Analyst,10080.0,10000+,2021
13,Data Analyst,127400.0,100-1000,2021
1,Data Analyst,28105.0,100-1000,2021
Less than 1 year,Data Analyst,5026.0,100-1000,2021
2,Data Analyst,4896.0,10-100,2021
5,Data Analyst,21408.0,100-1000,2021
22,Data Analyst,75631.0,100-1000,2021
3,Data Analyst,40000.0,10-100,2021
1,Data Analyst,6540.0,10-100,2021
4,Data Analyst,14124.0,2-9,2021
4,Data Analyst,120000.0,10000+,2021
8,Data Analyst,100000.0,10000+,2021
10,Data Analyst,133619.0,100-1000,2021
13,Data Analyst,63315.0,100-1000,2021
9,Data Analyst,40070.0,100-1000,2021
5,Data Analyst,79602.0,10000+,2021
25,Data Analyst,95000.0,10000+,2021
3,Data Analyst,74000.0,1000-4999,2021
42,Data Analyst,71093.0,1000-4999,2021
2,Data Analyst,9624.0,10-100,2021
15,Data Analyst,75669.0,100-1000,2021
31,Data Analyst,137000.0,10-100,2021
5,Data Analyst,59676.0,100-1000,2021
22,Data Analyst,120000.0,100-1000,2021
4,Data Analyst,67000.0,10-100,2021
5,Data Analyst,70000.0,100-1000,2021
42,Data Analyst,120000.0,100-1000,2021
12,Data Analyst,72426.0,10-100,2021
3,Data Analyst,16164.0,2-9,2021
20,Data Analyst,140000.0,1000-4999,2021
15,Data Analyst,49725.0,10000+,2021
20,Data Analyst,80000.0,0,2021
23,Data Analyst,140000.0,10-100,2021
1,Data Analyst,85000.0,10000+,2021
25,Data Analyst,97000.0,100-1000,2021
15,Data Analyst,19080.0,100-1000,2021
2,Data Analyst,63119.0,100-1000,2021
10,Data Analyst,10200.0,10-100,2021
1,Data Analyst,41077.0,100-1000,2021
11,Data Analyst,67872.0,10-100,2021
23,Data Analyst,160000.0,10-100,2021
48,Data Analyst,145000.0,100-1000,2021
5,Data Analyst,41077.0,100-1000,2021
8,Data Analyst,25000.0,2-9,2021
24,Data Analyst,16476.0,10-100,2021
6,Data Analyst,168000.0,100-1000,2021
4,Data Analyst,73000.0,100-1000,2021
2,Data Analyst,4468.0,1,2021
3,Data Analyst,687504.0,10-100,2021
10,Data Analyst,133000.0,10-100,2021
43,Data Analyst,71093.0,10000+,2021
5,Data Analyst,1085784.0,100-1000,2021
Less than 1 year,Data Analyst,7008.0,10-100,2021
3,Data Analyst,86000.0,10000+,2021
32,Data Analyst,23208.0,10-100,2021
17,Data Analyst,34020.0,100-1000,2021
3,Data Analyst,94000.0,10-100,2021
15,Data Analyst,83194.0,1,2021
6,Data Analyst,2792.0,1,2021
40,Data Analyst,130000.0,10-100,2021
Less than 1 year,Data Analyst,64000.0,10000+,2021
25,Data Analyst,122000.0,5000-9999,2021
18,Data Analyst,151500.0,10000+,2021
4,Data Analyst,90000.0,10-100,2021
17,Data Analyst,96945.0,5000-9999,2021
5,Data Analyst,64287.0,1000-4999,2021
4,Data Analyst,65000.0,100-1000,2021
18,Data Analyst,108000.0,100-1000,2021
20,Data Analyst,128573.0,100-1000,2021
23,Data Analyst,25000.0,1,2021
25,Data Analyst,90586.0,1,2021
12,Data Analyst,104208.0,10000+,2021
36,Data Analyst,120000.0,1000-4999,2021
12,Data Analyst,97450.0,0,2021
7,Data Analyst,92907.0,10000+,2021
30,Data Analyst,240000.0,10-100,2021
25,Data Analyst,185000.0,10000+,2021
4,Data Analyst,36753.0,10-100,2021
12,Data Analyst,90000.0,100-1000,2021
20,Data Analyst,51888.0,10-100,2021
22,Data Analyst,1553688.0,1,2021
5,Data Analyst,71340.0,2-9,2021
4,Data Analyst,80000.0,0,2021
1,Data Analyst,41363.0,1000-4999,2021
6,Data Analyst,1200000.0,5000-9999,2021
28,Data Analyst,120000.0,100-1000,2021
25,Data Analyst,93420.0,1000-4999,2021
35,Data Analyst,26724.0,1,2021
5,Data Analyst,21996.0,100-1000,2021
6,Data Analyst,692042.0,10000+,2021
17,Data Analyst,63890.0,10-100,2021
45,Data Analyst,200000.0,100-1000,2021
12,Data Analyst,59376.0,100-1000,2021
5,Data Analyst,42868.0,10000+,2021
8,Data Analyst,93000.0,5000-9999,2021
10,Data Analyst,100214.0,100-1000,2021
4,Data Analyst,32424.0,100-1000,2021
5,Data Analyst,16752.0,2-9,2021
15,Data Analyst,75631.0,100-1000,2021
2,Data Analyst,20943.0,100-1000,2021
40,Data Analyst,203298.0,10-100,2021
10,Data Analyst,125000.0,100-1000,2021
6,Data Analyst,67452.0,10-100,2021
17,Data Analyst,155112.0,2-9,2021
15,Data Analyst,98369.0,10-100,2021
12,Data Analyst,20784.0,10-100,2021
6,Data Analyst,23352.0,100-1000,2021
Less than 1 year,Data Analyst,28536.0,1000-4999,2021
5,Data Analyst,1037736.0,10000+,2021
9,Data Analyst,54289.0,1000-4999,2021
10,Data Analyst,47388.0,100-1000,2021
6,Data Analyst,557784.0,5000-9999,2021
6,Data Analyst,56211.0,1000-4999,2021
5,Data Analyst,73215.0,10-100,2021
5,Data Analyst,101649.0,10000+,2021
12,Data Analyst,64630.0,10-100,2021
5,Data Analyst,86478.0,1000-4999,2021
34,Data Analyst,64044.0,2-9,2021
4,Data Analyst,28179.0,100-1000,2021
5,Data Analyst,16754.0,1000-4999,2021
10,Data Analyst,32424.0,10000+,2021
13,Data Analyst,96945.0,10000+,2021
8,Data Analyst,10596.0,1000-4999,2021
18,Data Analyst,72290.0,100-1000,2021
1,Data Analyst,687504.0,10-100,2021
34,Data Analyst,168945.0,5000-9999,2021
10,Data Analyst,90000.0,10-100,2021
6,Data Analyst,31414.0,10000+,2021
14,Data Analyst,51888.0,10-100,2021
13,Data Analyst,77832.0,10-100,2021
7,Data Analyst,40032.0,100-1000,2021
30,Data Analyst,23903.0,10-100,2021
5,Data Analyst,45401.0,100-1000,2021
25,Data Analyst,160000.0,0,2021
30,Data Analyst,103000.0,10000+,2021
5,Data Analyst,58800.0,100-1000,2021
14,Data Analyst,91488.0,100-1000,2021
10,Data Analyst,13740.0,10-100,2021
16,Data Analyst,135722.0,1,2021
2,Data Analyst,33607.0,1000-4999,2021
31,Data Analyst,84316.0,10-100,2021
15,Data Analyst,29779.0,10-100,2021
1,Data Analyst,42024.0,100-1000,2021
4,Data Analyst,43239.0,0,2021
20,Data Analyst,75631.0,10000+,2021
5,Data Analyst,115000.0,10000+,2021
4,Data Analyst,28646.0,100-1000,2021
15,Data Analyst,51887.0,100-1000,2021
6,Data Analyst,13272.0,10-100,2021
23,Data Analyst,155000.0,5000-9999,2021
12,Data Analyst,123228.0,10000+,2021
13,Data Analyst,71472.0,10-100,2021
1,Data Analyst,12240.0,100-1000,2021
6,Data Analyst,100000.0,5000-9999,2021
23,Data Analyst,75631.0,100-1000,2021
15,Data Analyst,52980.0,10-100,2021
4,Data Analyst,5364.0,1000-4999,2021
4,Data Analyst,48644.0,10000+,2021
6,Data Analyst,60000.0,100-1000,2021
4,Data Analyst,150000.0,5000-9999,2021
15,Data Analyst,99264.0,1000-4999,2021
8,Data Analyst,135000.0,5000-9999,2021
13,Data Analyst,27240.0,10-100,2021
11,Data Analyst,40836.0,10-100,2021
2,Data Analyst,51732.0,10-100,2021
22,Data Analyst,66000.0,100-1000,2021
7,Data Analyst,11640.0,0,2021
36,Data Analyst,83194.0,10-100,2021
3,Data Analyst,90000.0,5000-9999,2021
7,Data Analyst,74497.0,100-1000,2021
24,Data Analyst,73302.0,100-1000,2021
11,Data Analyst,150000.0,100-1000,2021
7,Data Analyst,45376.0,1000-4999,2021
20,Data Analyst,86478.0,1,2021
9,Data Analyst,180000.0,10000+,2021
7,Data Analyst,69608.0,10000+,2021
6,Data Analyst,235000.0,100-1000,2021
16,Data Analyst,71000.0,10000+,2021
1,Data Analyst,90000.0,1000-4999,2021
5,Data Analyst,51888.0,10-100,2021
2,Data Analyst,65000.0,10-100,2021
4,Data Analyst,10920.0,100-1000,2021
12,Data Analyst,194580.0,100-1000,2021
3,Data Analyst,11169.0,10-100,2021
1,Data Analyst,44100.0,10-100,2021
8,Data Analyst,58368.0,10-100,2021
15,Data Analyst,69660.0,1,2021
10,Data Analyst,95520.0,10-100,2021
5,Data Analyst,52000.0,2-9,2021
1,Data Analyst,12894.0,10000+,2021
10,Data Analyst,150000.0,100-1000,2021
9,Data Analyst,51887.0,100-1000,2021
21,Data Analyst,87972.0,1000-4999,2021
3,Data Analyst,89000.0,100-1000,2021
15,Data Analyst,155664.0,5000-9999,2021
25,Data Analyst,46536.0,1,2021
13,Data Analyst,110000.0,10000+,2021
20,Data Analyst,31200.0,5000-9999,2021
10,Data Analyst,147168.0,100-1000,2021
4,Data Analyst,19092.0,100-1000,2021
17,Data Analyst,142250.0,10-100,2021
20,Data Analyst,28825.0,1000-4999,2021
11,Data Analyst,20220.0,10-100,2021
6,Data Analyst,25296.0,10-100,2021
35,Data Analyst,89446.0,1,2021
36,Data Analyst,51112.0,100-1000,2021
26,Data Analyst,170170.0,10-100,2021
29,Data Analyst,127780.0,10-100,2021
8,Data Analyst,80000.0,10-100,2021
8,Data Analyst,63336.0,100-1000,2021
16,Data Analyst,173952.0,10-100,2021
25,Data Analyst,18612.0,1,2021
10,Data Analyst,130000.0,1,2021
9,Data Analyst,135000.0,10000+,2021
8,Data Analyst,86853.0,100-1000,2021
10,Data Analyst,83194.0,10000+,2021
5,Data Analyst,88000.0,100-1000,2021
3,Data Analyst,145000.0,10000+,2021
23,Data Analyst,72000.0,1,2021
14,Data Analyst,61880.0,10-100,2021
1,Data Analyst,90000.0,2-9,2021
29,Data Analyst,71345.0,100-1000,2021
Less than 1 year,Data Analyst,62040.0,10000+,2021
37,Data Analyst,250000.0,100-1000,2021
36,Data Analyst,125000.0,5000-9999,2021
1,Data Analyst,70000.0,10000+,2021
30,Data Analyst,70000.0,2-9,2021
2,Data Analyst,27397.0,5000-9999,2021
5,Data Analyst,31128.0,2-9,2021
10,Data Analyst,9432.0,100-1000,2021
32,Data Analyst,72568.0,2-9,2021
6,Data Analyst,40212.0,10000+,2021
15,Data Analyst,97288.0,10-100,2021
6,Data Analyst,5160.0,1,2021
5,Data Analyst,86059.0,1000-4999,2021
35,Data Analyst,13362.0,10-100,2021
Less than 1 year,Data Analyst,25944.0,10-100,2021
4,Data Analyst,28860.0,100-1000,2021
3,Data Analyst,27852.0,2-9,2021
1,Data Analyst,12564.0,10000+,2021
4,Data Analyst,5700.0,1000-4999,2021
15,Data Analyst,120084.0,1,2021
1,Data Analyst,15358.0,1000-4999,2021
15,Data Analyst,68102.0,10-100,2021
10,Data Analyst,129259.0,2-9,2021
2,Data Analyst,45241.0,2-9,2021
3,Data Analyst,70264.0,100-1000,2021
7,Data Analyst,36468.0,10-100,2021
32,Data Analyst,171012.0,10000+,2021
2,Data Analyst,65.0,100-1000,2021
1,Data Analyst,4800.0,2-9,2021
15,Data Analyst,93408.0,10-100,2021
7,Data Analyst,74799.0,1000-4999,2021
11,Data Analyst,47088.0,2-9,2021
21,Data Analyst,25944.0,2-9,2021
5,Data Analyst,59459.0,10000+,2021
30,Data Analyst,116748.0,2-9,2021
8,Data Analyst,120000.0,10000+,2021
10,Data Analyst,39996.0,100-1000,2021
29,Data Analyst,155000.0,10000+,2021
30,Data Analyst,64859.0,100-1000,2021
26,Data Analyst,77145.0,100-1000,2021
2,Data Analyst,21996.0,1000-4999,2021
29,Data Analyst,280000.0,10000+,2021
16,Data Analyst,25644.0,10-100,2021
7,Data Analyst,90193.0,5000-9999,2021
10,Data Analyst,78000.0,10-100,2021
Less than 1 year,Data Analyst,5172.0,100-1000,2021
6,Data Analyst,38484.0,10000+,2021
9,Data Analyst,1620000.0,10000+,2021
24,Data Analyst,80000.0,10-100,2021
2,Data Analyst,11820.0,10000+,2021
12,Data Analyst,60000.0,10-100,2021
16,Data Analyst,136140.0,1,2021
25,Data Analyst,64287.0,10000+,2021
8,Data Analyst,23352.0,100-1000,2021
5,Data Analyst,16488.0,10-100,2021
9,Data Analyst,85000.0,5000-9999,2021
6,Data Analyst,41691.0,1000-4999,2021
10,Data Analyst,60336.0,100-1000,2021
5,Data Analyst,64630.0,10-100,2021
26,Data Analyst,194580.0,1,2021
4,Data Analyst,32429.0,1000-4999,2021
1,Data Analyst,56500.0,100-1000,2021
12,Data Analyst,73812.0,10-100,2021
13,Data Analyst,29628.0,10000+,2021
10,Data Analyst,90193.0,1000-4999,2021
23,Data Analyst,81074.0,10000+,2021
3,Data Analyst,65000.0,10-100,2021
19,Data Analyst,116333.0,1000-4999,2021
2,Data Analyst,38916.0,2-9,2021
37,Data Analyst,180000.0,1,2021
31,Data Analyst,105000.0,100-1000,2021
20,Data Analyst,90000.0,10-100,2021
8,Data Analyst,62000.0,100-1000,2021
2,Data Analyst,100000.0,10000+,2021
1,Data Analyst,22701.0,10000+,2021
15,Data Analyst,71093.0,100-1000,2021
12,Data Analyst,85000.0,2-9,2021
32,Data Analyst,202000.0,5000-9999,2021
25,Data Analyst,130000.0,100-1000,2021
4,Data Analyst,62000.0,1000-4999,2021
Less than 1 year,Data Analyst,38916.0,10-100,2021
48,Data Analyst,100000.0,10-100,2021
6,Data Analyst,24468.0,10-100,2021
29,Data Analyst,120000.0,100-1000,2021
22,Data Analyst,182000.0,100-1000,2021
2,Data Analyst,38778.0,5000-9999,2021
2,Data Analyst,13956.0,10-100,2021
5,Data Analyst,27336.0,10-100,2021
20,Data Analyst,130000.0,10000+,2021
6,Data Analyst,84019.0,10000+,2021
25,Data Analyst,173000.0,10-100,2021
21,Data Analyst,22644.0,10000+,2021
4,Data Analyst,72000.0,10-100,2021
Less than 1 year,Data Analyst,9072.0,100-1000,2021
4,Data Analyst,32429.0,1000-4999,2021
37,Data Analyst,520000.0,1000-4999,2021
4,Data Analyst,59820.0,100-1000,2021
30,Data Analyst,150000.0,100-1000,2021
10,Data Analyst,18876.0,100-1000,2021
10,Data Analyst,100000.0,10-100,2021
5,Data Analyst,43239.0,10000+,2021
16,Data Analyst,66283.0,1000-4999,2021
7,Data Analyst,77832.0,1000-4999,2021
3,Data Analyst,39876.0,10000+,2021
4,Data Analyst,88000.0,100-1000,2021
5,Data Analyst,70264.0,10-100,2021
4,Data Analyst,100000.0,2-9,2021
9,Data Analyst,110000.0,100-1000,2021
3,Data Analyst,68000.0,100-1000,2021
10,Data Analyst,160000.0,10000+,2021
13,Data Analyst,113000.0,10000+,2021
4,Data Analyst,64000.0,10-100,2021
11,Data Analyst,8231.0,2-9,2021
11,Data Analyst,9500000.0,100-1000,2021
1,Data Analyst,50000.0,10000+,2021
10,Data Analyst,27337.0,1000-4999,2021
22,Data Analyst,98719.0,10000+,2021
5,Data Analyst,10500.0,100-1000,2021
30,Data Analyst,32319.0,1,2021
4,Data Analyst,42528.0,0,2021
1,Data Analyst,15564.0,10-100,2021
26,Data Analyst,111814.0,10-100,2021
23,Data Analyst,24720.0,2-9,2021
26,Data Analyst,112000.0,10-100,2021
2,Data Analyst,19724.0,2-9,2021
30,Data Analyst,48644.0,1000-4999,2021
30,Data Analyst,229596.0,1000-4999,2021
13,Data Analyst,86606.0,10000+,2021
20,Data Analyst,120000.0,10-100,2021
3,Data Analyst,180000.0,10000+,2021
25,Data Analyst,250000.0,100-1000,2021
7,Data Analyst,100000.0,10000+,2021
8,Data Analyst,170000.0,10000+,2021
15,Data Analyst,170000.0,100-1000,2021
10,Data Analyst,56835.0,10-100,2021
12,Data Analyst,1032708.0,1000-4999,2021
30,Data Analyst,76956.0,10000+,2021
5,Data Analyst,70000.0,10-100,2021
6,Data Analyst,1153104.0,1000-4999,2021
20,Data Analyst,86000.0,100-1000,2021
7,Data Analyst,56211.0,5000-9999,2021
6,Data Analyst,86000.0,100-1000,2021
1,Data Analyst,10536.0,100-1000,2021
3,Data Analyst,10000.0,1,2021
10,Data Analyst,64859.0,100-1000,2021
12,Data Analyst,93533.0,10-100,2021
20,Data Analyst,103932.0,10000+,2021
5,Data Analyst,71345.0,100-1000,2021
4,Data Analyst,51888.0,10-100,2021
22,Data Analyst,135000.0,10000+,2021
30,Data Analyst,150000.0,1,2021
Less than 1 year,Data Analyst,2676.0,2-9,2021
6,Data Analyst,25944.0,1000-4999,2021
9,Data Analyst,1000000.0,2-9,2021
8,Data Analyst,49119.0,10000+,2021
3,Data Analyst,6981.0,10-100,2021
10,Data Analyst,36000.0,2-9,2021
10,Data Analyst,64859.0,1,2021
24,Data Analyst,162147.0,10000+,2021
2,Data Analyst,27025.0,10000+,2021
29,Data Analyst,203298.0,10000+,2021
21,Data Analyst,155111.0,100-1000,2021
2,Data Analyst,41363.0,100-1000,2021
15,Data Analyst,155700.0,100-1000,2021
7,Data Analyst,9480.0,100-1000,2021
14,Data Analyst,14568.0,100-1000,2021
2,Data Analyst,37816.0,100-1000,2021
20,Data Analyst,98000.0,100-1000,2021
8,Data Analyst,119000.0,10-100,2021
21,Data Analyst,150000.0,10-100,2021
26,Data Analyst,346009.0,10000+,2021
5,Data Analyst,454008.0,1,2021
11,Data Analyst,20000.0,1,2021
24,Data Analyst,450000.0,10-100,2021
3,Data Analyst,648588.0,10-100,2021
8,Data Analyst,232411.0,2-9,2021
10,Data Analyst,27288.0,100-1000,2021
17,Data Analyst,26640.0,2-9,2021
21,Data Analyst,76831.0,100-1000,2021
3,Data Analyst,719433.0,10000+,2021
21,Data Analyst,79413.0,1000-4999,2021
5,Data Analyst,99000.0,10000+,2021
2,Data Analyst,102000.0,100-1000,2021
10,Data Analyst,195000.0,5000-9999,2021
36,Data Analyst,140000.0,10000+,2021
26,Data Analyst,129720.0,100-1000,2021
5,Data Analyst,16860.0,5000-9999,2021
30,Data Analyst,45288.0,2-9,2021
25,Data Analyst,32424.0,10-100,2021
30,Data Analyst,43239.0,2-9,2021
1,Data Analyst,3216.0,0,2021
4,Data Analyst,27923.0,100-1000,2021
21,Data Analyst,75669.0,10-100,2021
40,Data Analyst,50000.0,10000+,2021
Less than 1 year,Data Analyst,6696.0,10-100,2021
3,Data Analyst,27025.0,0,2021
8,Data Analyst,13962.0,10000+,2021
2,Data Analyst,11244.0,1000-4999,2021
17,Data Analyst,1683600.0,100-1000,2021
2,Data Analyst,17748.0,10-100,2021
5,Data Analyst,114313.0,10-100,2021
30,Data Analyst,39770.0,1,2021
6,Data Analyst,48012.0,10-100,2021
3,Data Analyst,23664.0,100-1000,2021
3,Data Analyst,120.0,1,2021
23,Data Analyst,907600.0,2-9,2021
8,Data Analyst,26340.0,2-9,2021
6,Data Analyst,25128.0,2-9,2021
10,Data Analyst,119565.0,10-100,2021
30,Data Analyst,108098.0,10000+,2021
35,Data Analyst,19452.0,2-9,2021
26,Data Analyst,194200.0,1,2021
17,Data Analyst,76548.0,5000-9999,2021
12,Data Analyst,175000.0,100-1000,2021
37,Data Analyst,200000.0,10-100,2021
10,Data Analyst,77832.0,100-1000,2021
Less than 1 year,Data Analyst,5496.0,1,2021
23,Data Analyst,1945764.0,1000-4999,2021
8,Data Analyst,56196.0,100-1000,2021
27,Data Analyst,57708.0,10-100,2021
20,Data Analyst,100000.0,1000-4999,2021
1,Data Analyst,74000.0,10-100,2021
9,Data Analyst,24744.0,1000-4999,2021
5,Data Analyst,80172.0,1000-4999,2021
3,Data Analyst,37860.0,10000+,2021
30,Data Analyst,130000.0,100-1000,2021
24,Data Analyst,195000.0,5000-9999,2021
15,Data Analyst,135000.0,10000+,2021
6,Data Analyst,54000.0,10-100,2021
10,Data Analyst,12288.0,10-100,2021
17,Data Analyst,14244.0,5000-9999,2021
8,Data Analyst,77916.0,10-100,2021
3,Data Analyst,2196.0,2-9,2021
2,Data Analyst,31485.0,5000-9999,2021
25,Data Analyst,63890.0,1,2021
2,Data Analyst,5934.0,1000-4999,2021
7,Data Analyst,105000.0,100-1000,2021
10,Data Analyst,39.0,2-9,2021
3,Data Analyst,46111.0,100-1000,2021
3,Data Analyst,3300.0,2-9,2021
14,Data Analyst,712524.0,10000+,2021
5,Data Analyst,51888.0,10000+,2021
2,Data Analyst,55536.0,10000+,2021
1,Data Analyst,22668.0,2-9,2021
6,Data Analyst,90312.0,10-100,2021
4,Data Analyst,71093.0,10-100,2021
10,Data Analyst,132143.0,10-100,2021
2,Data Analyst,11951.0,100-1000,2021
5,Data Analyst,54049.0,2-9,2021
5,Data Analyst,29664.0,1,2021
6,Data Analyst,64860.0,1000-4999,2021
8,Data Analyst,142308.0,1000-4999,2021
12,Data Analyst,33221.0,10-100,2021
1,Data Analyst,97288.0,10000+,2021
2,Data Analyst,8784.0,10000+,2021
7,Data Analyst,22339.0,10000+,2021
6,Data Analyst,36864.0,100-1000,2021
Less than 1 year,Data Analyst,1440.0,100-1000,2021
9,Data Analyst,51076.0,10-100,2021
10,Data Analyst,58368.0,1000-4999,2021
20,Data Analyst,130000.0,100-1000,2021
6,Data Analyst,26527.0,1000-4999,2021
3,Data Analyst,21324.0,10000+,2021
9,Data Analyst,77832.0,10-100,2021
3,Data Analyst,91488.0,100-1000,2021
18,Data Analyst,97288.0,10-100,2021
5,Data Analyst,68507.0,10000+,2021
7,Data Analyst,13200.0,10-100,2021
6,Data Analyst,23352.0,10-100,2021
Less than 1 year,Data Analyst,15888.0,2-9,2021
4,Data Analyst,36000.0,10-100,2021
4,Data Analyst,30372.0,10000+,2021
13,Data Analyst,58368.0,100-1000,2021
6,Data Analyst,41077.0,2-9,2021
11,Data Analyst,38915.0,10-100,2021
4,Data Analyst,49296.0,100-1000,2021
Less than 1 year,Data Analyst,80000.0,10000+,2021
2,Data Analyst,14124.0,10-100,2021
22,Data Analyst,130000.0,2-9,2021
5,Data Analyst,259440.0,1,2021
10,Data Analyst,110000.0,100-1000,2021
4,Data Analyst,70818.0,10-100,2021
9,Data Analyst,122000.0,1000-4999,2021
18,Data Analyst,150000.0,10-100,2021
23,Data Analyst,135000.0,1,2021
Less than 1 year,Data Analyst,3888.0,10-100,2021
7,Data Analyst,59342.0,100-1000,2021
9,Data Analyst,229069.0,10000+,2021
9,Data Analyst,275000.0,10-100,2021
11,Data Analyst,1164000.0,10000+,2021
Less than 1 year,Data Analyst,32172.0,100-1000,2021
6,Data Analyst,103690.0,5000-9999,2021
1,Data Analyst,16248.0,1000-4999,2021
5,Data Analyst,119000.0,1000-4999,2021
10,Data Analyst,129259.0,100-1000,2021
19,Data Analyst,156000.0,10000+,2021
20,Data Analyst,226204.0,100-1000,2021
Less than 1 year,Data Analyst,497064.0,2-9,2021
2,Data Analyst,75000.0,10000+,2021
20,Data Analyst,110000.0,10-100,2021
2,Data Analyst,86853.0,1000-4999,2021
1,Data Analyst,13812.0,100-1000,2021
8,Data Analyst,54480.0,2-9,2021
3,Data Analyst,120000.0,10000+,2021
6,Data Analyst,28308.0,10-100,2021
1,Data Analyst,18096.0,0,2021
2,Data Analyst,39867.0,0,2021
15,Data Analyst,502620.0,10000+,2021
10,Data Analyst,120000.0,100-1000,2021
4,Data Analyst,46308.0,1,2021
3,Data Analyst,81000.0,0,2021
5,Data Analyst,100000.0,10000+,2021
33,Data Analyst,70150.0,2-9,2021
10,Data Analyst,160416.0,100-1000,2021
16,Data Analyst,70572.0,100-1000,2021
4,Data Analyst,41363.0,1000-4999,2021
3,Data Analyst,5585.0,10000+,2021
20,Data Analyst,42804.0,2-9,2021
7,Data Analyst,101649.0,10-100,2021
4,Data Analyst,84806.0,1000-4999,2021
15,Data Analyst,93924.0,100-1000,2021
9,Data Analyst,58167.0,100-1000,2021
7,Data Analyst,91.0,5000-9999,2021
1,Data Analyst,12348.0,10-100,2021
13,Data Analyst,86844.0,100-1000,2021
19,Data Analyst,51704.0,1,2021
13,Data Analyst,36000.0,2-9,2021
18,Data Analyst,60000.0,10-100,2021
1,Data Analyst,3528.0,2-9,2021
10,Data Analyst,59454.0,100-1000,2021
2,Data Analyst,511872.0,5000-9999,2021
9,Data Analyst,72426.0,1000-4999,2021
20,Data Analyst,49308.0,2-9,2021
3,Data Analyst,91883.0,1000-4999,2021
14,Data Analyst,43303.0,100-1000,2021
10,Data Analyst,97288.0,10-100,2021
11,Data Analyst,62820.0,10-100,2021
4,Data Analyst,16488.0,10-100,2021
2,Data Analyst,47000.0,10000+,2021
1,Data Analyst,32424.0,1000-4999,2021
3,Data Analyst,30372.0,100-1000,2021
6,Data Analyst,47436.0,2-9,2021
12,Data Analyst,20112.0,100-1000,2021
4,Data Analyst,10380.0,10-100,2021
7,Data Analyst,43239.0,2-9,2021
11,Data Analyst,81433.0,10-100,2021
15,Data Analyst,59000.0,100-1000,2021
1,Data Analyst,10392.0,100-1000,2021
6,Data Analyst,27488.0,10-100,2021
15,Data Analyst,90804.0,1,2021
2,Data Analyst,5000000.0,10000+,2021
9,Data Analyst,41077.0,100-1000,2021
5,Data Analyst,22812.0,100-1000,2021
5,Data Analyst,120000.0,1000-4999,2021
6,Data Analyst,185000.0,5000-9999,2021
3,Data Analyst,3960.0,100-1000,2021
10,Data Analyst,84180.0,1000-4999,2021
5,Data Analyst,75000.0,100-1000,2021
17,Data Analyst,12240.0,100-1000,2021
10,Data Analyst,32424.0,0,2021
35,Data Analyst,75631.0,10000+,2021
4,Data Analyst,49160.0,10-100,2021
4,Data Analyst,4944.0,2-9,2021
5,Data Analyst,25860.0,1,2021
21,Data Analyst,43239.0,2-9,2021
