YearsCodingProf,DevType,ConvertedSalary,CompanySize,Year
8,Data Scientist,44064.0,10-100,2018
5,Data Scientist,10113.0,100-1000,2018
8,Data Scientist,72000.0,10-100,2018
8,Data Scientist,881196.0,10-100,2018
2,Data Scientist,29736.0,100-1000,2018
11,Data Scientist,65868.0,10-100,2018
2,Data Scientist,29250.0,100-1000,2018
2,Data Scientist,85000.0,Fewer than 10 employees,2018
8,Data Scientist,111123.0,100-1000,2018
11,Data Scientist,88369.0,100-1000,2018
11,Data Scientist,66000.0,5000-9999,2018
11,Data Scientist,77844.0,1000-4999,2018
2,Data Scientist,14688.0,10000+,2018
8,Data Scientist,120000.0,1000-4999,2018
2,Data Scientist,17640.0,100-1000,2018
2,Data Scientist,1824.0,Fewer than 10 employees,2018
5,Data Scientist,51408.0,10-100,2018
5,Data Scientist,83000.0,5000-9999,2018
2,Data Scientist,626.0,100-1000,2018
5,Data Scientist,80521.0,10000+,2018
5,Data Scientist,5580.0,5000-9999,2018
5,Data Scientist,18715.0,10-100,2018
5,Data Scientist,23482.0,100-1000,2018
20,Data Scientist,43616.0,Fewer than 10 employees,2018
5,Data Scientist,40677.0,10-100,2018
2,Data Scientist,33816.0,100-1000,2018
11,Data Scientist,20000.0,1000-4999,2018
2,Data Scientist,12000.0,100-1000,2018
14,Data Scientist,79175.0,1000-4999,2018
5,Data Scientist,3312.0,10-100,2018
5,Data Scientist,250000.0,5000-9999,2018
2,Data Scientist,38199.0,10-100,2018
23,Data Scientist,85000.0,1000-4999,2018
11,Data Scientist,300000.0,10000+,2018
20,Data Scientist,155000.0,1000-4999,2018
11,Data Scientist,130000.0,10000+,2018
11,Data Scientist,95000.0,10-100,2018
5,Data Scientist,18900.0,10-100,2018
20,Data Scientist,72469.0,10-100,2018
8,Data Scientist,85000.0,10000+,2018
8,Data Scientist,60000.0,Fewer than 10 employees,2018
8,Data Scientist,65000.0,1000-4999,2018
5,Data Scientist,167750.0,10000+,2018
8,Data Scientist,104269.0,10-100,2018
2,Data Scientist,55809.0,10-100,2018
11,Data Scientist,180000.0,100-1000,2018
17,Data Scientist,2000000.0,10000+,2018
14,Data Scientist,55075.0,10-100,2018
8,Data Scientist,58752.0,10000+,2018
2,Data Scientist,4128.0,100-1000,2018
2,Data Scientist,1000000.0,1000-4999,2018
2,Data Scientist,48616.0,100-1000,2018
14,Data Scientist,43050.0,10000+,2018
11,Data Scientist,1800000.0,10000+,2018
5,Data Scientist,62000.0,10000+,2018
5,Data Scientist,16980.0,Fewer than 10 employees,2018
29,Data Scientist,200000.0,5000-9999,2018
2,Data Scientist,12096.0,5000-9999,2018
23,Data Scientist,147456.0,10000+,2018
2,Data Scientist,16980.0,1000-4999,2018
5,Data Scientist,96000.0,100-1000,2018
5,Data Scientist,10584.0,10-100,2018
5,Data Scientist,46000.0,100-1000,2018
2,Data Scientist,75000.0,10-100,2018
5,Data Scientist,5604.0,Fewer than 10 employees,2018
2,Data Scientist,22032.0,10000+,2018
8,Data Scientist,41671.0,10-100,2018
2,Data Scientist,22452.0,1000-4999,2018
2,Data Scientist,77000.0,10-100,2018
14,Data Scientist,58752.0,1000-4999,2018
26,Data Scientist,24953.0,10-100,2018
5,Data Scientist,39164.0,10-100,2018
5,Data Scientist,21912.0,100-1000,2018
5,Data Scientist,55981.0,10-100,2018
17,Data Scientist,125000.0,5000-9999,2018
2,Data Scientist,4008.0,100-1000,2018
8,Data Scientist,65285.0,1000-4999,2018
5,Data Scientist,105000.0,100-1000,2018
2,Data Scientist,11676.0,10000+,2018
2,Data Scientist,31333.0,10-100,2018
14,Data Scientist,120000.0,Fewer than 10 employees,2018
5,Data Scientist,27168.0,5000-9999,2018
8,Data Scientist,8400.0,Fewer than 10 employees,2018
2,Data Scientist,60000.0,Fewer than 10 employees,2018
2,Data Scientist,9396.0,100-1000,2018
8,Data Scientist,140000.0,1000-4999,2018
5,Data Scientist,101760.0,100-1000,2018
8,Data Scientist,62000.0,5000-9999,2018
5,Data Scientist,73433.0,10000+,2018
5,Data Scientist,38000.0,10-100,2018
5,Data Scientist,6612.0,10-100,2018
5,Data Scientist,110000.0,100-1000,2018
5,Data Scientist,102000.0,1000-4999,2018
2,Data Scientist,39136.0,1000-4999,2018
17,Data Scientist,135000.0,10-100,2018
2,Data Scientist,47904.0,10000+,2018
2,Data Scientist,61683.0,1000-4999,2018
11,Data Scientist,91000.0,1000-4999,2018
5,Data Scientist,22248.0,100-1000,2018
5,Data Scientist,146865.0,10000+,2018
5,Data Scientist,51403.0,10000+,2018
17,Data Scientist,138904.0,100-1000,2018
2,Data Scientist,21418.0,10-100,2018
5,Data Scientist,80000.0,10-100,2018
17,Data Scientist,122880.0,100-1000,2018
11,Data Scientist,863712.0,10-100,2018
2,Data Scientist,4728.0,10-100,2018
20,Data Scientist,86895.0,10-100,2018
2,Data Scientist,17628.0,100-1000,2018
20,Data Scientist,62618.0,10000+,2018
5,Data Scientist,815724.0,10-100,2018
8,Data Scientist,1000000.0,Fewer than 10 employees,2018
5,Data Scientist,112.0,100-1000,2018
5,Data Scientist,115000.0,1000-4999,2018
11,Data Scientist,89832.0,100-1000,2018
2,Data Scientist,53000.0,10000+,2018
14,Data Scientist,75000.0,5000-9999,2018
8,Data Scientist,60391.0,Fewer than 10 employees,2018
5,Data Scientist,29376.0,1000-4999,2018
11,Data Scientist,150000.0,100-1000,2018
2,Data Scientist,92500.0,100-1000,2018
11,Data Scientist,71976.0,10-100,2018
20,Data Scientist,175000.0,100-1000,2018
2,Data Scientist,50000.0,10-100,2018
5,Data Scientist,81852.0,10-100,2018
30,Data Scientist,100000.0,10000+,2018
5,Data Scientist,156000.0,Fewer than 10 employees,2018
5,Data Scientist,7440.0,10-100,2018
5,Data Scientist,18358.0,10-100,2018
8,Data Scientist,97000.0,10000+,2018
5,Data Scientist,72816.0,5000-9999,2018
11,Data Scientist,31848.0,1000-4999,2018
2,Data Scientist,23500.0,10-100,2018
5,Data Scientist,6600.0,10-100,2018
5,Data Scientist,135000.0,10-100,2018
11,Data Scientist,102900.0,1000-4999,2018
20,Data Scientist,95642.0,10-100,2018
5,Data Scientist,58781.0,100-1000,2018
8,Data Scientist,89832.0,10000+,2018
14,Data Scientist,37940.0,Fewer than 10 employees,2018
5,Data Scientist,47505.0,100-1000,2018
30,Data Scientist,200000.0,10000+,2018
11,Data Scientist,130000.0,1000-4999,2018
5,Data Scientist,99967.0,100-1000,2018
2,Data Scientist,12000.0,10-100,2018
5,Data Scientist,85000.0,5000-9999,2018
5,Data Scientist,54755.0,5000-9999,2018
2,Data Scientist,67000.0,5000-9999,2018
5,Data Scientist,52000.0,100-1000,2018
2,Data Scientist,44064.0,Fewer than 10 employees,2018
2,Data Scientist,11220.0,1000-4999,2018
14,Data Scientist,118000.0,10000+,2018
17,Data Scientist,76368.0,1000-4999,2018
5,Data Scientist,46704.0,10000+,2018
2,Data Scientist,16152.0,1000-4999,2018
8,Data Scientist,701604.0,10-100,2018
5,Data Scientist,51394.0,10-100,2018
30,Data Scientist,150000.0,10000+,2018
11,Data Scientist,120000.0,100-1000,2018
5,Data Scientist,155000.0,1000-4999,2018
2,Data Scientist,40000.0,10-100,2018
2,Data Scientist,70000.0,10000+,2018
8,Data Scientist,110148.0,10-100,2018
2,Data Scientist,48955.0,100-1000,2018
5,Data Scientist,20484.0,100-1000,2018
5,Data Scientist,70000.0,10000+,2018
11,Data Scientist,138000.0,100-1000,2018
2,Data Scientist,36115.0,100-1000,2018
5,Data Scientist,39136.0,10-100,2018
8,Data Scientist,61194.0,10-100,2018
2,Data Scientist,80340.0,1000-4999,2018
11,Data Scientist,80000.0,Fewer than 10 employees,2018
5,Data Scientist,93000.0,10-100,2018
2,Data Scientist,28178.0,10000+,2018
8,Data Scientist,97910.0,10-100,2018
8,Data Scientist,80000.0,10000+,2018
11,Data Scientist,79973.0,5000-9999,2018
5,Data Scientist,32678.0,100-1000,2018
5,Data Scientist,90000.0,Fewer than 10 employees,2018
17,Data Scientist,330000.0,10000+,2018
5,Data Scientist,14688.0,100-1000,2018
2,Data Scientist,187848.0,100-1000,2018
14,Data Scientist,2000000.0,100-1000,2018
2,Data Scientist,2000000.0,10-100,2018
2,Data Scientist,38184.0,Fewer than 10 employees,2018
2,Data Scientist,54000.0,10-100,2018
2,Data Scientist,75000.0,Fewer than 10 employees,2018
5,Data Scientist,13463.0,100-1000,2018
2,Data Scientist,35244.0,10-100,2018
5,Data Scientist,75000.0,Fewer than 10 employees,2018
5,Data Scientist,52436.0,1000-4999,2018
5,Data Scientist,29916.0,1000-4999,2018
5,Data Scientist,105000.0,10-100,2018
11,Data Scientist,36716.0,10-100,2018
5,Data Scientist,4860.0,Fewer than 10 employees,2018
5,Data Scientist,18720.0,10-100,2018
2,Data Scientist,72.0,10-100,2018
5,Data Scientist,2000000.0,10000+,2018
17,Data Scientist,118068.0,10-100,2018
5,Data Scientist,101907.0,Fewer than 10 employees,2018
5,Data Scientist,89170.0,100-1000,2018
11,Data Scientist,7054.0,10-100,2018
11,Data Scientist,63192.0,10-100,2018
2,Data Scientist,75000.0,10-100,2018
11,Data Scientist,205000.0,10-100,2018
11,Data Scientist,70860.0,10-100,2018
2,Data Scientist,150000.0,10-100,2018
8,Data Scientist,100000.0,100-1000,2018
5,Data Scientist,8567.0,1000-4999,2018
20,Data Scientist,100652.0,100-1000,2018
2,Data Scientist,13524.0,Fewer than 10 employees,2018
20,Data Scientist,100000.0,10-100,2018
2,Data Scientist,11748.0,10-100,2018
23,Data Scientist,29195.0,10-100,2018
17,Data Scientist,190579.0,10000+,2018
20,Data Scientist,105000.0,10000+,2018
5,Data Scientist,51403.0,10-100,2018
5,Data Scientist,29964.0,10-100,2018
8,Data Scientist,15600.0,1000-4999,2018
5,Data Scientist,17220.0,1000-4999,2018
5,Data Scientist,7344.0,100-1000,2018
8,Data Scientist,2000000.0,10000+,2018
8,Data Scientist,70572.0,10-100,2018
14,Data Scientist,44064.0,10-100,2018
2,Data Scientist,7488.0,100-1000,2018
8,Data Scientist,90567.0,100-1000,2018
8,Data Scientist,163000.0,10-100,2018
14,Data Scientist,118068.0,10-100,2018
5,Data Scientist,109500.0,100-1000,2018
8,Data Scientist,26612.0,100-1000,2018
8,Data Scientist,48468.0,Fewer than 10 employees,2018
5,Data Scientist,31821.0,100-1000,2018
11,Data Scientist,73428.0,Fewer than 10 employees,2018
2,Data Scientist,4696.0,100-1000,2018
2,Data Scientist,5000.0,10-100,2018
2,Data Scientist,37712.0,10000+,2018
11,Data Scientist,2000000.0,5000-9999,2018
5,Data Scientist,57636.0,10-100,2018
2,Data Scientist,82500.0,10000+,2018
5,Data Scientist,55000.0,10000+,2018
5,Data Scientist,48955.0,10-100,2018
2,Data Scientist,11040.0,10-100,2018
2,Data Scientist,85000.0,1000-4999,2018
5,Data Scientist,440592.0,Fewer than 10 employees,2018
5,Data Scientist,110149.0,10-100,2018
11,Data Scientist,125000.0,10-100,2018
14,Data Scientist,59465.0,10-100,2018
14,Data Scientist,63672.0,1000-4999,2018
5,Data Scientist,160000.0,100-1000,2018
2,Data Scientist,51000.0,100-1000,2018
11,Data Scientist,80000.0,10-100,2018
8,Data Scientist,44496.0,10-100,2018
2,Data Scientist,128000.0,5000-9999,2018
5,Data Scientist,19881.0,10000+,2018
2,Data Scientist,6444.0,Fewer than 10 employees,2018
2,Data Scientist,75000.0,1000-4999,2018
5,Data Scientist,76500.0,100-1000,2018
5,Data Scientist,100000.0,100-1000,2018
8,Data Scientist,97910.0,10000+,2018
2,Data Scientist,8400.0,5000-9999,2018
5,Data Scientist,50000.0,Fewer than 10 employees,2018
23,Data Scientist,236000.0,100-1000,2018
2,Data Scientist,7500.0,1000-4999,2018
11,Data Scientist,190000.0,10-100,2018
2,Data Scientist,62507.0,100-1000,2018
23,Data Scientist,150000.0,10000+,2018
5,Data Scientist,29376.0,100-1000,2018
8,Data Scientist,135000.0,10000+,2018
5,Data Scientist,56460.0,10-100,2018
8,Data Scientist,97910.0,Fewer than 10 employees,2018
5,Data Scientist,160000.0,10000+,2018
2,Data Scientist,48955.0,100-1000,2018
8,Data Scientist,44449.0,5000-9999,2018
2,Data Scientist,8610.0,10000+,2018
2,Data Scientist,44064.0,Fewer than 10 employees,2018
14,Data Scientist,125014.0,10000+,2018
2,Data Scientist,13428.0,Fewer than 10 employees,2018
5,Data Scientist,55075.0,10-100,2018
11,Data Scientist,59729.0,10000+,2018
8,Data Scientist,43668.0,10000+,2018
23,Data Scientist,139.0,10000+,2018
5,Data Scientist,82500.0,10000+,2018
8,Data Scientist,80521.0,100-1000,2018
2,Data Scientist,7476.0,10-100,2018
5,Data Scientist,89266.0,1000-4999,2018
2,Data Scientist,28056.0,10-100,2018
8,Data Scientist,80000.0,1000-4999,2018
5,Data Scientist,20268.0,10-100,2018
5,Data Scientist,165000.0,10000+,2018
8,Data Scientist,88116.0,Fewer than 10 employees,2018
8,Data Scientist,79552.0,10-100,2018
17,Data Scientist,147000.0,100-1000,2018
30,Data Scientist,1000000.0,Fewer than 10 employees,2018
14,Data Scientist,165000.0,10-100,2018
2,Data Scientist,38000.0,10-100,2018
5,Data Scientist,24972.0,Fewer than 10 employees,2018
2,Data Scientist,28178.0,10000+,2018
2,Data Scientist,5880.0,100-1000,2018
5,Data Scientist,25000.0,1000-4999,2018
2,Data Scientist,59729.0,100-1000,2018
5,Data Scientist,120000.0,100-1000,2018
2,Data Scientist,37000.0,100-1000,2018
2,Data Scientist,51403.0,10000+,2018
2,Data Scientist,37428.0,100-1000,2018
5,Data Scientist,72469.0,100-1000,2018
5,Data Scientist,7512.0,1000-4999,2018
2,Data Scientist,7116.0,100-1000,2018
5,Data Scientist,80000.0,10000+,2018
20,Data Scientist,605000.0,10000+,2018
5,Data Scientist,50179.0,10000+,2018
2,Data Scientist,150000.0,10000+,2018
5,Data Scientist,43755.0,10000+,2018
2,Data Scientist,65000.0,5000-9999,2018
5,Data Scientist,60000.0,10-100,2018
5,Data Scientist,75000.0,10-100,2018
5,Data Scientist,180000.0,1000-4999,2018
5,Data Scientist,13992.0,10-100,2018
2,Data Scientist,20806.0,1000-4999,2018
2,Data Scientist,44064.0,10-100,2018
2,Data Scientist,77159.0,100-1000,2018
5,Data Scientist,104030.0,10000+,2018
2,Data Scientist,20806.0,10000+,2018
20,Data Scientist,175536.0,10000+,2018
8,Data Scientist,21600.0,1000-4999,2018
5,Data Scientist,63516.0,100-1000,2018
2,Data Scientist,115000.0,10000+,2018
11,Data Scientist,161043.0,100-1000,2018
5,Data Scientist,56000.0,Fewer than 10 employees,2018
5,Data Scientist,34269.0,1000-4999,2018
14,Data Scientist,0.0,100-1000,2018
5,Data Scientist,96000.0,10-100,2018
2,Data Scientist,25000.0,100-1000,2018
8,Data Scientist,1000000.0,10000+,2018
8,Data Scientist,499344.0,1000-4999,2018
5,Data Scientist,75000.0,1000-4999,2018
2,Data Scientist,4884.0,10-100,2018
11,Data Scientist,58746.0,10-100,2018
8,Data Scientist,73596.0,10-100,2018
2,Data Scientist,57000.0,10-100,2018
2,Data Scientist,104678.0,10000+,2018
2,Data Scientist,55224.0,5000-9999,2018
30,Data Scientist,450000.0,10-100,2018
2,Data Scientist,7344.0,10-100,2018
5,Data Scientist,110000.0,10-100,2018
5,Data Scientist,88899.0,10-100,2018
8,Data Scientist,1000000.0,1000-4999,2018
5,Data Scientist,20351.0,1000-4999,2018
30,Data Scientist,173630.0,10000+,2018
5,Data Scientist,24408.0,Fewer than 10 employees,2018
30,Data Scientist,150000.0,10-100,2018
11,Data Scientist,79552.0,5000-9999,2018
5,Data Scientist,1000000.0,1000-4999,2018
5,Data Scientist,15804.0,10-100,2018
5,Data Scientist,5009.0,10000+,2018
11,Data Scientist,30000.0,10000+,2018
2,Data Scientist,30000.0,Fewer than 10 employees,2018
11,Data Scientist,124243.0,10-100,2018
11,Data Scientist,46963.0,10-100,2018
5,Data Scientist,105324.0,10-100,2018
5,Data Scientist,33588.0,10000+,2018
11,Data Scientist,100000.0,Fewer than 10 employees,2018
2,Data Scientist,27900.0,1000-4999,2018
2,Data Scientist,14688.0,100-1000,2018
5,Data Scientist,90000.0,10000+,2018
5,Data Scientist,51403.0,10-100,2018
11,Data Scientist,44064.0,10-100,2018
2,Data Scientist,58746.0,100-1000,2018
8,Data Scientist,85000.0,100-1000,2018
5,Data Scientist,21732.0,1000-4999,2018
8,Data Scientist,79973.0,10-100,2018
8,Data Scientist,61194.0,100-1000,2018
8,Data Scientist,112611.0,1000-4999,2018
5,Data Scientist,73433.0,Fewer than 10 employees,2018
14,Data Scientist,130000.0,10000+,2018
2,Data Scientist,120000.0,10000+,2018
5,Data Scientist,14112.0,Fewer than 10 employees,2018
11,Data Scientist,166685.0,100-1000,2018
5,Data Scientist,20000.0,10000+,2018
2,Data Scientist,46416.0,100-1000,2018
2,Data Scientist,105000.0,100-1000,2018
8,Data Scientist,48955.0,10000+,2018
5,Data Scientist,27781.0,100-1000,2018
17,Data Scientist,63183.0,Fewer than 10 employees,2018
2,Data Scientist,5244.0,100-1000,2018
5,Data Scientist,29940.0,100-1000,2018
2,Data Scientist,31284.0,Fewer than 10 employees,2018
2,Data Scientist,92000.0,1000-4999,2018
2,Data Scientist,8812.0,Fewer than 10 employees,2018
20,Data Scientist,180000.0,Fewer than 10 employees,2018
5,Data Scientist,16503.0,5000-9999,2018
8,Data Scientist,135000.0,10-100,2018
5,Data Scientist,41136.0,100-1000,2018
8,Data Scientist,120000.0,Fewer than 10 employees,2018
11,Data Scientist,51408.0,1000-4999,2018
8,Data Scientist,73433.0,1000-4999,2018
5,Data Scientist,69000.0,10-100,2018
30,Data Scientist,160000.0,100-1000,2018
8,Data Scientist,61031.0,1000-4999,2018
5,Data Scientist,84000.0,10-100,2018
2,Data Scientist,100000.0,10-100,2018
5,Data Scientist,140000.0,10-100,2018
30,Data Scientist,130000.0,100-1000,2018
2,Data Scientist,237864.0,100-1000,2018
2,Data Scientist,583392.0,1000-4999,2018
17,Data Scientist,181173.0,10000+,2018
5,Data Scientist,32532.0,100-1000,2018
8,Data Scientist,12732.0,100-1000,2018
2,Data Scientist,3900.0,Fewer than 10 employees,2018
5,Data Scientist,37328.0,10-100,2018
8,Data Scientist,128208.0,10-100,2018
2,Data Scientist,45019.0,100-1000,2018
14,Data Scientist,120000.0,1000-4999,2018
5,Data Scientist,7704.0,1000-4999,2018
30,Data Scientist,165000.0,5000-9999,2018
8,Data Scientist,70000.0,10-100,2018
5,Data Scientist,78000.0,1000-4999,2018
2,Data Scientist,286392.0,10-100,2018
2,Data Scientist,115.0,100-1000,2018
8,Data Scientist,100000.0,1000-4999,2018
5,Data Scientist,21612.0,10-100,2018
2,Data Scientist,44449.0,10000+,2018
5,Data Scientist,20556.0,10-100,2018
8,Data Scientist,73433.0,100-1000,2018
2,Data Scientist,46992.0,100-1000,2018
2,Data Scientist,47736.0,10-100,2018
2,Data Scientist,84816.0,10000+,2018
20,Data Scientist,250000.0,100-1000,2018
5,Data Scientist,194600.0,100-1000,2018
2,Data Scientist,29376.0,100-1000,2018
8,Data Scientist,159740.0,1000-4999,2018
2,Data Scientist,80000.0,1000-4999,2018
5,Data Scientist,110000.0,10000+,2018
8,Data Scientist,152000.0,10000+,2018
5,Data Scientist,14400.0,Fewer than 10 employees,2018
2,Data Scientist,50005.0,100-1000,2018
8,Data Scientist,54336.0,100-1000,2018
20,Data Scientist,180000.0,10-100,2018
14,Data Scientist,58752.0,10000+,2018
5,Data Scientist,39136.0,10000+,2018
5,Data Scientist,36720.0,10-100,2018
2,Data Scientist,42836.0,10-100,2018
20,Data Scientist,73428.0,Fewer than 10 employees,2018
5,Data Scientist,39164.0,10-100,2018
8,Data Scientist,29652.0,100-1000,2018
11,Data Scientist,1000000.0,100-1000,2018
5,Data Scientist,26491.0,Fewer than 10 employees,2018
11,Data Scientist,135000.0,10000+,2018
5,Data Scientist,1000000.0,100-1000,2018
2,Data Scientist,52627.0,10000+,2018
11,Data Scientist,3660.0,Fewer than 10 employees,2018
2,Data Scientist,36115.0,100-1000,2018
8,Data Scientist,60391.0,10-100,2018
8,Data Scientist,45000.0,100-1000,2018
5,Data Scientist,79552.0,10-100,2018
2,Data Scientist,53851.0,100-1000,2018
2,Data Scientist,46963.0,10-100,2018
5,Data Scientist,88752.0,10000+,2018
5,Data Scientist,76920.0,100-1000,2018
2,Data Scientist,100000.0,100-1000,2018
14,Data Scientist,145000.0,100-1000,2018
5,Data Scientist,67313.0,1000-4999,2018
2,Data Scientist,50496.0,100-1000,2018
2,Data Scientist,76000.0,100-1000,2018
14,Data Scientist,130308.0,10-100,2018
17,Data Scientist,88000.0,10-100,2018
5,Data Scientist,65000.0,1000-4999,2018
26,Data Scientist,154000.0,100-1000,2018
2,Data Scientist,48500.0,10000+,2018
2,Data Scientist,14872.0,1000-4999,2018
2,Data Scientist,74000.0,1000-4999,2018
8,Data Scientist,175000.0,10000+,2018
11,Data Scientist,20268.0,Fewer than 10 employees,2018
20,Data Scientist,603910.0,10-100,2018
11,Data Scientist,87507.0,100-1000,2018
2,Data Scientist,37644.0,Fewer than 10 employees,2018
2,Data Scientist,178464.0,10-100,2018
20,Data Scientist,185000.0,100-1000,2018
5,Data Scientist,14484.0,10-100,2018
8,Data Scientist,240000.0,10000+,2018
29,Data Scientist,210000.0,10000+,2018
20,Data Scientist,51403.0,100-1000,2018
2,Data Scientist,80000.0,100-1000,2018
2,Data Scientist,18000.0,Fewer than 10 employees,2018
17,Data Scientist,66084.0,10000+,2018
2,Data Scientist,58746.0,100-1000,2018
23,Data Scientist,159947.0,10000+,2018
8,Data Scientist,64417.0,5000-9999,2018
2,Data Scientist,41671.0,1000-4999,2018
2,Data Scientist,62418.0,10000+,2018
8,Data Scientist,24840.0,10000+,2018
5,Data Scientist,79552.0,10000+,2018
2,Data Scientist,44060.0,10000+,2018
5,Data Scientist,21168.0,100-1000,2018
14,Data Scientist,159000.0,100-1000,2018
