YearsCodingProf,DevType,ConvertedSalary,CompanySize,Year
5,Data Scientist,79032.0,1000-4999,2018
11,Data Scientist,69600.0,Fewer than 10 employees,2018
2,Data Scientist,33045.0,5000-9999,2018
8,Data Scientist,177000.0,1000-4999,2018
5,Data Scientist,13200.0,100-1000,2018
5,Data Scientist,28356.0,10-100,2018
8,Data Scientist,18520.0,1000-4999,2018
2,Data Scientist,52000.0,10-100,2018
2,Data Scientist,5640.0,1000-4999,2018
14,Data Scientist,99000.0,10000+,2018
8,Data Scientist,28178.0,Fewer than 10 employees,2018
5,Data Scientist,33972.0,10000+,2018
5,Data Scientist,120000.0,10-100,2018
5,Data Scientist,60000.0,10-100,2018
5,Data Scientist,78328.0,10-100,2018
2,Data Scientist,3324.0,Fewer than 10 employees,2018
30,Data Scientist,26196.0,5000-9999,2018
11,Data Scientist,73344.0,10000+,2018
8,Data Scientist,29376.0,10-100,2018
20,Data Scientist,84264.0,10-100,2018
5,Data Scientist,38893.0,10000+,2018
17,Data Scientist,58746.0,100-1000,2018
8,Data Scientist,15600.0,10-100,2018
11,Data Scientist,71.0,100-1000,2018
5,Data Scientist,38000.0,10-100,2018
5,Data Scientist,75072.0,1000-4999,2018
5,Data Scientist,12000.0,10-100,2018
2,Data Scientist,18288.0,10-100,2018
2,Data Scientist,56951.0,10-100,2018
2,Data Scientist,14688.0,1000-4999,2018
23,Data Scientist,72209.0,10-100,2018
29,Data Scientist,76368.0,100-1000,2018
8,Data Scientist,94000.0,10000+,2018
11,Data Scientist,78900.0,10000+,2018
5,Data Scientist,7500.0,100-1000,2018
5,Data Scientist,115000.0,100-1000,2018
2,Data Scientist,41671.0,10-100,2018
2,Data Scientist,34726.0,10-100,2018
5,Data Scientist,55812.0,10000+,2018
26,Data Scientist,71976.0,10000+,2018
20,Data Scientist,130000.0,10-100,2018
2,Data Scientist,19447.0,1000-4999,2018
17,Data Scientist,46332.0,10-100,2018
14,Data Scientist,52339.0,100-1000,2018
29,Data Scientist,82890.0,100-1000,2018
8,Data Scientist,80868.0,10-100,2018
2,Data Scientist,48955.0,10000+,2018
2,Data Scientist,66089.0,10000+,2018
8,Data Scientist,76397.0,100-1000,2018
5,Data Scientist,16980.0,10-100,2018
8,Data Scientist,91236.0,100-1000,2018
5,Data Scientist,26196.0,100-1000,2018
8,Data Scientist,27900.0,100-1000,2018
2,Data Scientist,62556.0,10-100,2018
30,Data Scientist,380000.0,100-1000,2018
11,Data Scientist,27225.0,1000-4999,2018
5,Data Scientist,61194.0,10000+,2018
2,Data Scientist,195000.0,100-1000,2018
17,Data Scientist,2000000.0,10-100,2018
5,Data Scientist,63979.0,5000-9999,2018
5,Data Scientist,120000.0,Fewer than 10 employees,2018
11,Data Scientist,110000.0,10-100,2018
2,Data Scientist,39556.0,10-100,2018
5,Data Scientist,23482.0,1000-4999,2018
20,Data Scientist,1000000.0,10000+,2018
14,Data Scientist,67932.0,100-1000,2018
8,Data Scientist,2000000.0,100-1000,2018
5,Data Scientist,145000.0,1000-4999,2018
2,Data Scientist,34000.0,Fewer than 10 employees,2018
5,Data Scientist,125000.0,10-100,2018
23,Data Scientist,160000.0,Fewer than 10 employees,2018
5,Data Scientist,70000.0,1000-4999,2018
2,Data Scientist,80000.0,10-100,2018
17,Data Scientist,124000.0,10000+,2018
5,Data Scientist,23482.0,10000+,2018
2,Data Scientist,75000.0,100-1000,2018
2,Data Scientist,9396.0,10000+,2018
2,Data Scientist,28572.0,Fewer than 10 employees,2018
5,Data Scientist,180000.0,10000+,2018
2,Data Scientist,67351.0,10-100,2018
8,Data Scientist,26532.0,10000+,2018
2,Data Scientist,47984.0,10000+,2018
5,Data Scientist,30000.0,10000+,2018
2,Data Scientist,72031.0,Fewer than 10 employees,2018
5,Data Scientist,52656.0,5000-9999,2018
5,Data Scientist,18804.0,5000-9999,2018
2,Data Scientist,76000.0,Fewer than 10 employees,2018
5,Data Scientist,295692.0,10-100,2018
2,Data Scientist,2818.0,10-100,2018
11,Data Scientist,44064.0,10-100,2018
17,Data Scientist,43668.0,5000-9999,2018
2,Data Scientist,6372.0,10000+,2018
11,Data Scientist,87500.0,10000+,2018
5,Data Scientist,29373.0,5000-9999,2018
14,Data Scientist,165000.0,100-1000,2018
2,Data Scientist,112716.0,10-100,2018
5,Data Scientist,90288.0,10-100,2018
5,Data Scientist,42836.0,10-100,2018
8,Data Scientist,89266.0,10-100,2018
5,Data Scientist,55075.0,100-1000,2018
17,Data Scientist,135000.0,10000+,2018
2,Data Scientist,10958.0,10-100,2018
23,Data Scientist,122388.0,10-100,2018
5,Data Scientist,110000.0,10-100,2018
11,Data Scientist,97000.0,1000-4999,2018
5,Data Scientist,110000.0,100-1000,2018
5,Data Scientist,83000.0,10000+,2018
2,Data Scientist,62562.0,Fewer than 10 employees,2018
11,Data Scientist,140000.0,10-100,2018
2,Data Scientist,5892.0,5000-9999,2018
5,Data Scientist,110000.0,100-1000,2018
5,Data Scientist,21792.0,10000+,2018
5,Data Scientist,100000.0,Fewer than 10 employees,2018
5,Data Scientist,40282.0,100-1000,2018
2,Data Scientist,37428.0,10-100,2018
11,Data Scientist,42000.0,10-100,2018
5,Data Scientist,51288.0,1000-4999,2018
5,Data Scientist,55075.0,10000+,2018
11,Data Scientist,56172.0,100-1000,2018
8,Data Scientist,59970.0,10-100,2018
2,Data Scientist,511092.0,10000+,2018
5,Data Scientist,87000.0,100-1000,2018
14,Data Scientist,47000.0,10000+,2018
17,Data Scientist,95642.0,100-1000,2018
17,Data Scientist,66430.0,10-100,2018
11,Data Scientist,91791.0,Fewer than 10 employees,2018
5,Data Scientist,64000.0,1000-4999,2018
5,Data Scientist,52000.0,Fewer than 10 employees,2018
5,Data Scientist,7827.0,100-1000,2018
5,Data Scientist,135000.0,10-100,2018
11,Data Scientist,100000.0,1000-4999,2018
5,Data Scientist,12524.0,10-100,2018
14,Data Scientist,120000.0,100-1000,2018
2,Data Scientist,35268.0,1000-4999,2018
5,Data Scientist,190000.0,10000+,2018
14,Data Scientist,127523.0,10000+,2018
2,Data Scientist,960.0,100-1000,2018
5,Data Scientist,150000.0,1000-4999,2018
14,Data Scientist,33300.0,100-1000,2018
11,Data Scientist,70860.0,5000-9999,2018
2,Data Scientist,8400.0,10-100,2018
5,Data Scientist,2000000.0,10000+,2018
5,Data Scientist,12396.0,1000-4999,2018
30,Data Scientist,90000.0,100-1000,2018
2,Data Scientist,95000.0,10-100,2018
5,Data Scientist,33000.0,Fewer than 10 employees,2018
5,Data Scientist,125014.0,5000-9999,2018
5,Data Scientist,87000.0,10-100,2018
8,Data Scientist,18752.0,10-100,2018
17,Data Scientist,162000.0,1000-4999,2018
2,Data Scientist,46383.0,1000-4999,2018
2,Data Scientist,14112.0,10000+,2018
2,Data Scientist,2244.0,10-100,2018
17,Data Scientist,469968.0,Fewer than 10 employees,2018
2,Data Scientist,76397.0,100-1000,2018
5,Data Scientist,61194.0,10-100,2018
2,Data Scientist,24312.0,100-1000,2018
5,Data Scientist,66000.0,10-100,2018
5,Data Scientist,79571.0,10000+,2018
2,Data Scientist,53851.0,Fewer than 10 employees,2018
5,Data Scientist,48950.0,100-1000,2018
14,Data Scientist,32888.0,Fewer than 10 employees,2018
5,Data Scientist,185000.0,5000-9999,2018
2,Data Scientist,29376.0,Fewer than 10 employees,2018
2,Data Scientist,43416.0,10-100,2018
2,Data Scientist,22428.0,10-100,2018
29,Data Scientist,110.0,5000-9999,2018
5,Data Scientist,120000.0,100-1000,2018
8,Data Scientist,108395.0,Fewer than 10 employees,2018
20,Data Scientist,134627.0,100-1000,2018
2,Data Scientist,45000.0,1000-4999,2018
5,Data Scientist,28000.0,Fewer than 10 employees,2018
2,Data Scientist,28474.0,10-100,2018
5,Data Scientist,2820.0,10-100,2018
5,Data Scientist,61194.0,10000+,2018
2,Data Scientist,10296.0,100-1000,2018
11,Data Scientist,69452.0,100-1000,2018
8,Data Scientist,67560.0,10-100,2018
8,Data Scientist,43755.0,100-1000,2018
8,Data Scientist,162660.0,10000+,2018
5,Data Scientist,26371.0,10-100,2018
2,Data Scientist,10848.0,10-100,2018
2,Data Scientist,78780.0,1000-4999,2018
2,Data Scientist,31000.0,100-1000,2018
5,Data Scientist,40992.0,10000+,2018
11,Data Scientist,129000.0,10-100,2018
5,Data Scientist,5880.0,10-100,2018
11,Data Scientist,225000.0,5000-9999,2018
5,Data Scientist,81000.0,10-100,2018
11,Data Scientist,122880.0,10-100,2018
20,Data Scientist,87586.0,10000+,2018
11,Data Scientist,42836.0,10-100,2018
8,Data Scientist,41856.0,100-1000,2018
8,Data Scientist,856956.0,10-100,2018
5,Data Scientist,31821.0,10-100,2018
5,Data Scientist,18756.0,10000+,2018
2,Data Scientist,52627.0,10-100,2018
5,Data Scientist,0.0,5000-9999,2018
5,Data Scientist,78000.0,5000-9999,2018
2,Data Scientist,572772.0,10000+,2018
5,Data Scientist,4476.0,10-100,2018
5,Data Scientist,123984.0,100-1000,2018
2,Data Scientist,61194.0,100-1000,2018
5,Data Scientist,80000.0,5000-9999,2018
2,Data Scientist,30696.0,100-1000,2018
5,Data Scientist,17964.0,100-1000,2018
5,Data Scientist,1000000.0,10-100,2018
2,Data Scientist,37940.0,100-1000,2018
5,Data Scientist,6612.0,Fewer than 10 employees,2018
26,Data Scientist,70841.0,10-100,2018
2,Data Scientist,48313.0,100-1000,2018
5,Data Scientist,86000.0,10000+,2018
30,Data Scientist,214179.0,10000+,2018
23,Data Scientist,44508.0,100-1000,2018
5,Data Scientist,8376.0,100-1000,2018
2,Data Scientist,37504.0,Fewer than 10 employees,2018
8,Data Scientist,149950.0,10-100,2018
5,Data Scientist,95000.0,10-100,2018
14,Data Scientist,135000.0,10000+,2018
5,Data Scientist,45283.0,100-1000,2018
5,Data Scientist,37536.0,Fewer than 10 employees,2018
20,Data Scientist,73428.0,100-1000,2018
2,Data Scientist,15468.0,10-100,2018
5,Data Scientist,24972.0,100-1000,2018
2,Data Scientist,73433.0,1000-4999,2018
14,Data Scientist,38616.0,10-100,2018
8,Data Scientist,16668.0,100-1000,2018
8,Data Scientist,225420.0,1000-4999,2018
8,Data Scientist,93842.0,10-100,2018
23,Data Scientist,120000.0,10-100,2018
5,Data Scientist,115000.0,10-100,2018
5,Data Scientist,1044000.0,10000+,2018
5,Data Scientist,26808.0,10000+,2018
8,Data Scientist,55812.0,10000+,2018
8,Data Scientist,62808.0,100-1000,2018
8,Data Scientist,63156.0,100-1000,2018
5,Data Scientist,15900.0,100-1000,2018
8,Data Scientist,21916.0,10000+,2018
17,Data Scientist,35244.0,10000+,2018
8,Data Scientist,34440.0,100-1000,2018
5,Data Scientist,14664.0,1000-4999,2018
5,Data Scientist,25000.0,10-100,2018
8,Data Scientist,73084.0,10-100,2018
5,Data Scientist,62383.0,Fewer than 10 employees,2018
5,Data Scientist,85671.0,1000-4999,2018
5,Data Scientist,67572.0,5000-9999,2018
5,Data Scientist,27900.0,10-100,2018
11,Data Scientist,12348.0,Fewer than 10 employees,2018
20,Data Scientist,91791.0,10000+,2018
5,Data Scientist,140000.0,5000-9999,2018
5,Data Scientist,43224.0,100-1000,2018
8,Data Scientist,96686.0,10000+,2018
5,Data Scientist,97500.0,10000+,2018
20,Data Scientist,100652.0,1000-4999,2018
5,Data Scientist,70001.0,10000+,2018
8,Data Scientist,86120.0,10-100,2018
2,Data Scientist,10400.0,100-1000,2018
5,Data Scientist,141000.0,5000-9999,2018
5,Data Scientist,60000.0,100-1000,2018
2,Data Scientist,18780.0,100-1000,2018
8,Data Scientist,24478.0,10000+,2018
17,Data Scientist,150000.0,Fewer than 10 employees,2018
8,Data Scientist,110000.0,10000+,2018
8,Data Scientist,73433.0,10000+,2018
17,Data Scientist,150000.0,10000+,2018
14,Data Scientist,100652.0,5000-9999,2018
2,Data Scientist,120000.0,10000+,2018
2,Data Scientist,85000.0,Fewer than 10 employees,2018
2,Data Scientist,55080.0,10-100,2018
8,Data Scientist,24228.0,10-100,2018
17,Data Scientist,33048.0,Fewer than 10 employees,2018
11,Data Scientist,15654.0,Fewer than 10 employees,2018
11,Data Scientist,15600.0,1000-4999,2018
11,Data Scientist,44064.0,1000-4999,2018
2,Data Scientist,6575.0,10-100,2018
8,Data Scientist,80000.0,10-100,2018
30,Data Scientist,100652.0,100-1000,2018
2,Data Scientist,27900.0,Fewer than 10 employees,2018
14,Data Scientist,166685.0,100-1000,2018
2,Data Scientist,0.0,10-100,2018
5,Data Scientist,76397.0,10-100,2018
2,Data Scientist,75000.0,10-100,2018
20,Data Scientist,88116.0,1000-4999,2018
8,Data Scientist,29487.0,10000+,2018
8,Data Scientist,120000.0,10-100,2018
8,Data Scientist,104269.0,10-100,2018
2,Data Scientist,109170.0,10-100,2018
5,Data Scientist,65000.0,100-1000,2018
14,Data Scientist,115000.0,10000+,2018
5,Data Scientist,42836.0,10-100,2018
2,Data Scientist,1950.0,10-100,2018
8,Data Scientist,52783.0,10000+,2018
11,Data Scientist,47760.0,100-1000,2018
8,Data Scientist,5160.0,100-1000,2018
2,Data Scientist,19104.0,Fewer than 10 employees,2018
11,Data Scientist,400000.0,100-1000,2018
2,Data Scientist,71976.0,10-100,2018
8,Data Scientist,128000.0,100-1000,2018
5,Data Scientist,165000.0,10000+,2018
23,Data Scientist,55562.0,5000-9999,2018
5,Data Scientist,11748.0,10-100,2018
30,Data Scientist,22452.0,100-1000,2018
5,Data Scientist,41671.0,100-1000,2018
5,Data Scientist,2600.0,10000+,2018
20,Data Scientist,135000.0,1000-4999,2018
5,Data Scientist,20836.0,100-1000,2018
5,Data Scientist,73433.0,100-1000,2018
2,Data Scientist,45283.0,5000-9999,2018
5,Data Scientist,98000.0,10-100,2018
5,Data Scientist,72469.0,10-100,2018
5,Data Scientist,7440.0,100-1000,2018
2,Data Scientist,90000.0,10-100,2018
2,Data Scientist,60000.0,10-100,2018
17,Data Scientist,69452.0,Fewer than 10 employees,2018
2,Data Scientist,36720.0,100-1000,2018
14,Data Scientist,250000.0,10000+,2018
11,Data Scientist,40388.0,100-1000,2018
2,Data Scientist,24000.0,Fewer than 10 employees,2018
5,Data Scientist,38893.0,10000+,2018
8,Data Scientist,61194.0,10-100,2018
2,Data Scientist,44000.0,1000-4999,2018
2,Data Scientist,110000.0,100-1000,2018
26,Data Scientist,137000.0,10000+,2018
5,Data Scientist,62418.0,10-100,2018
8,Data Scientist,24972.0,100-1000,2018
5,Data Scientist,51403.0,Fewer than 10 employees,2018
2,Data Scientist,12708.0,1000-4999,2018
11,Data Scientist,27600.0,Fewer than 10 employees,2018
8,Data Scientist,78900.0,100-1000,2018
20,Data Scientist,130337.0,10-100,2018
5,Data Scientist,13212.0,Fewer than 10 employees,2018
2,Data Scientist,55562.0,10-100,2018
2,Data Scientist,5424.0,100-1000,2018
17,Data Scientist,55399.0,Fewer than 10 employees,2018
14,Data Scientist,74000.0,1000-4999,2018
11,Data Scientist,59004.0,Fewer than 10 employees,2018
2,Data Scientist,27468.0,100-1000,2018
2,Data Scientist,64866.0,5000-9999,2018
26,Data Scientist,140000.0,10-100,2018
17,Data Scientist,92000.0,10000+,2018
26,Data Scientist,91817.0,Fewer than 10 employees,2018
2,Data Scientist,15024.0,10-100,2018
5,Data Scientist,704952.0,10-100,2018
8,Data Scientist,105000.0,1000-4999,2018
8,Data Scientist,29195.0,10000+,2018
5,Data Scientist,97910.0,1000-4999,2018
17,Data Scientist,151191.0,100-1000,2018
5,Data Scientist,44060.0,10-100,2018
5,Data Scientist,38160.0,100-1000,2018
5,Data Scientist,151191.0,10000+,2018
11,Data Scientist,54000.0,1000-4999,2018
5,Data Scientist,96000.0,10-100,2018
5,Data Scientist,46260.0,10-100,2018
2,Data Scientist,3720.0,10-100,2018
11,Data Scientist,70000.0,10-100,2018
2,Data Scientist,29373.0,10-100,2018
5,Data Scientist,85000.0,1000-4999,2018
5,Data Scientist,27118.0,1000-4999,2018
14,Data Scientist,8448.0,10-100,2018
5,Data Scientist,56365.0,10000+,2018
2,Data Scientist,61680.0,100-1000,2018
2,Data Scientist,34726.0,10000+,2018
11,Data Scientist,71856.0,10-100,2018
2,Data Scientist,39164.0,10-100,2018
8,Data Scientist,160000.0,10-100,2018
8,Data Scientist,131000.0,100-1000,2018
26,Data Scientist,150000.0,100-1000,2018
14,Data Scientist,177258.0,1000-4999,2018
5,Data Scientist,95448.0,1000-4999,2018
5,Data Scientist,116000.0,10000+,2018
2,Data Scientist,56000.0,10-100,2018
5,Data Scientist,82890.0,10000+,2018
2,Data Scientist,85000.0,1000-4999,2018
5,Data Scientist,150000.0,1000-4999,2018
8,Data Scientist,73433.0,10-100,2018
5,Data Scientist,82000.0,5000-9999,2018
2,Data Scientist,9960.0,10-100,2018
17,Data Scientist,143952.0,1000-4999,2018
5,Data Scientist,6384.0,10-100,2018
11,Data Scientist,65000.0,100-1000,2018
17,Data Scientist,90000.0,100-1000,2018
2,Data Scientist,16980.0,10-100,2018
8,Data Scientist,125000.0,10000+,2018
5,Data Scientist,37430.0,10000+,2018
11,Data Scientist,29373.0,10-100,2018
11,Data Scientist,1000000.0,10-100,2018
5,Data Scientist,12732.0,1000-4999,2018
2,Data Scientist,15528.0,5000-9999,2018
2,Data Scientist,31764.0,100-1000,2018
8,Data Scientist,150000.0,10000+,2018
5,Data Scientist,79000.0,1000-4999,2018
2,Data Scientist,36716.0,1000-4999,2018
11,Data Scientist,105000.0,1000-4999,2018
5,Data Scientist,34199.0,1000-4999,2018
8,Data Scientist,1000000.0,10000+,2018
2,Data Scientist,107000.0,10000+,2018
11,Data Scientist,305589.0,1000-4999,2018
5,Data Scientist,35244.0,10-100,2018
8,Data Scientist,26616.0,100-1000,2018
5,Data Scientist,67000.0,100-1000,2018
5,Data Scientist,48894.0,1000-4999,2018
2,Data Scientist,12000.0,Fewer than 10 employees,2018
2,Data Scientist,18360.0,Fewer than 10 employees,2018
2,Data Scientist,63762.0,10-100,2018
8,Data Scientist,72031.0,10-100,2018
30,Data Scientist,120000.0,10-100,2018
14,Data Scientist,115000.0,100-1000,2018
5,Data Scientist,73433.0,1000-4999,2018
2,Data Scientist,80000.0,Fewer than 10 employees,2018
2,Data Scientist,30597.0,10000+,2018
30,Data Scientist,180000.0,100-1000,2018
8,Data Scientist,71976.0,1000-4999,2018
5,Data Scientist,68537.0,100-1000,2018
20,Data Scientist,140000.0,10-100,2018
5,Data Scientist,22452.0,100-1000,2018
5,Data Scientist,19824.0,10-100,2018
5,Data Scientist,61000.0,1000-4999,2018
2,Data Scientist,30000.0,10-100,2018
8,Data Scientist,107000.0,1000-4999,2018
8,Data Scientist,119040.0,Fewer than 10 employees,2018
8,Data Scientist,58752.0,1000-4999,2018
8,Data Scientist,60000.0,10-100,2018
5,Data Scientist,24000.0,5000-9999,2018
5,Data Scientist,93150.0,10000+,2018
11,Data Scientist,50005.0,10-100,2018
5,Data Scientist,33045.0,100-1000,2018
2,Data Scientist,12396.0,Fewer than 10 employees,2018
2,Data Scientist,624180.0,10-100,2018
2,Data Scientist,32316.0,10-100,2018
20,Data Scientist,18348.0,100-1000,2018
2,Data Scientist,10000.0,Fewer than 10 employees,2018
5,Data Scientist,13620.0,100-1000,2018
2,Data Scientist,36542.0,1000-4999,2018
2,Data Scientist,11640.0,10000+,2018
5,Data Scientist,76514.0,10000+,2018
2,Data Scientist,7488.0,10-100,2018
8,Data Scientist,155000.0,10000+,2018
2,Data Scientist,17628.0,10-100,2018
5,Data Scientist,15654.0,10-100,2018
2,Data Scientist,51408.0,1000-4999,2018
2,Data Scientist,30000.0,10-100,2018
17,Data Scientist,152985.0,10000+,2018
11,Data Scientist,18358.0,100-1000,2018
8,Data Scientist,84700.0,10-100,2018
2,Data Scientist,100300.0,5000-9999,2018
2,Data Scientist,10284.0,10-100,2018
2,Data Scientist,77104.0,10000+,2018
8,Data Scientist,75008.0,1000-4999,2018
5,Data Scientist,13020.0,10-100,2018
5,Data Scientist,55000.0,1000-4999,2018
14,Data Scientist,56298.0,5000-9999,2018
8,Data Scientist,40488.0,100-1000,2018
8,Data Scientist,96000.0,1000-4999,2018
5,Data Scientist,29940.0,10-100,2018
8,Data Scientist,42456.0,100-1000,2018
20,Data Scientist,220000.0,10000+,2018
2,Data Scientist,40000.0,10-100,2018
2,Data Scientist,2000000.0,10000+,2018
5,Data Scientist,109670.0,5000-9999,2018
2,Data Scientist,77412.0,1000-4999,2018
5,Data Scientist,76397.0,10000+,2018
2,Data Scientist,57276.0,10000+,2018
5,Data Scientist,81000.0,100-1000,2018
30,Data Scientist,200000.0,10000+,2018
5,Data Scientist,110000.0,100-1000,2018
11,Data Scientist,58752.0,10-100,2018
5,Data Scientist,121995.0,10000+,2018
2,Data Scientist,28956.0,10-100,2018
5,Data Scientist,64417.0,1000-4999,2018
5,Data Scientist,44376.0,10-100,2018
8,Data Scientist,30597.0,10-100,2018
23,Data Scientist,61194.0,5000-9999,2018
5,Data Scientist,11268.0,Fewer than 10 employees,2018
5,Data Scientist,85671.0,1000-4999,2018
8,Data Scientist,58812.0,1000-4999,2018
2,Data Scientist,9396.0,Fewer than 10 employees,2018
5,Data Scientist,12732.0,10-100,2018
2,Data Scientist,150000.0,10-100,2018
14,Data Scientist,24972.0,100-1000,2018
5,Data Scientist,52000.0,10-100,2018
14,Data Scientist,70000.0,100-1000,2018
8,Data Scientist,104030.0,10-100,2018
29,Data Scientist,152991.0,10000+,2018
5,Data Scientist,46507.0,1000-4999,2018
8,Data Scientist,147000.0,10000+,2018
14,Data Scientist,1236000.0,1000-4999,2018
5,Data Scientist,19740.0,10-100,2018
20,Data Scientist,122000.0,100-1000,2018
20,Data Scientist,146865.0,1000-4999,2018
8,Data Scientist,140000.0,10-100,2018
2,Data Scientist,120000.0,10000+,2018
8,Data Scientist,180000.0,100-1000,2018
5,Data Scientist,88000.0,1000-4999,2018
17,Data Scientist,48313.0,10000+,2018
26,Data Scientist,63642.0,100-1000,2018
5,Data Scientist,20664.0,1000-4999,2018
5,Data Scientist,114000.0,10000+,2018
5,Data Scientist,24000.0,10-100,2018
5,Data Scientist,19824.0,5000-9999,2018
8,Data Scientist,50112.0,100-1000,2018
2,Data Scientist,51403.0,10-100,2018
5,Data Scientist,180000.0,100-1000,2018
2,Data Scientist,78900.0,10000+,2018
30,Data Scientist,140500.0,1000-4999,2018
2,Data Scientist,3132.0,Fewer than 10 employees,2018
5,Data Scientist,24000.0,1000-4999,2018
8,Data Scientist,70000.0,100-1000,2018
2,Data Scientist,18720.0,10-100,2018
5,Data Scientist,55000.0,100-1000,2018
2,Data Scientist,33600.0,10-100,2018
5,Data Scientist,80000.0,100-1000,2018
14,Data Scientist,28236.0,10-100,2018
8,Data Scientist,69024.0,1000-4999,2018
2,Data Scientist,31440.0,10-100,2018
8,Data Scientist,43440.0,10000+,2018
8,Data Scientist,440592.0,5000-9999,2018
8,Data Scientist,58752.0,10-100,2018
2,Data Scientist,7827.0,10000+,2018
5,Data Scientist,70985.0,5000-9999,2018
5,Data Scientist,64647.0,100-1000,2018
2,Data Scientist,85000.0,10000+,2018
2,Data Scientist,120000.0,1000-4999,2018
2,Data Scientist,6000.0,100-1000,2018
17,Data Scientist,91791.0,1000-4999,2018
11,Data Scientist,140000.0,10000+,2018
2,Data Scientist,41850.0,10000+,2018
2,Data Scientist,24478.0,10-100,2018
5,Data Scientist,5664.0,Fewer than 10 employees,2018
5,Data Scientist,73433.0,100-1000,2018
11,Data Scientist,146865.0,Fewer than 10 employees,2018
2,Data Scientist,48616.0,10-100,2018
20,Data Scientist,95000.0,10000+,2018
14,Data Scientist,160000.0,1000-4999,2018
8,Data Scientist,95000.0,10000+,2018
5,Data Scientist,39164.0,10-100,2018
11,Data Scientist,79552.0,10-100,2018
5,Data Scientist,34269.0,5000-9999,2018
5,Data Scientist,15600.0,10-100,2018
5,Data Scientist,14688.0,Fewer than 10 employees,2018
5,Data Scientist,59988.0,100-1000,2018
23,Data Scientist,88116.0,10-100,2018
5,Data Scientist,90288.0,10-100,2018
5,Data Scientist,120000.0,10-100,2018
23,Data Scientist,170000.0,1000-4999,2018
2,Data Scientist,38893.0,1000-4999,2018
5,Data Scientist,79973.0,Fewer than 10 employees,2018
2,Data Scientist,40000.0,10000+,2018
2,Data Scientist,34726.0,100-1000,2018
8,Data Scientist,39026.0,1000-4999,2018
5,Data Scientist,85000.0,1000-4999,2018
8,Data Scientist,100000.0,Fewer than 10 employees,2018
2,Data Scientist,97910.0,Fewer than 10 employees,2018
2,Data Scientist,1000000.0,100-1000,2018
11,Data Scientist,61194.0,10-100,2018
5,Data Scientist,600060.0,10000+,2018
2,Data Scientist,119000.0,100-1000,2018
5,Data Scientist,30840.0,10-100,2018
2,Data Scientist,1800.0,Fewer than 10 employees,2018
8,Data Scientist,16908.0,1000-4999,2018
2,Data Scientist,94369.0,1000-4999,2018
5,Data Scientist,47880.0,5000-9999,2018
2,Data Scientist,42836.0,10-100,2018
11,Data Scientist,61194.0,100-1000,2018
14,Data Scientist,31821.0,10-100,2018
2,Data Scientist,88752.0,10-100,2018
5,Data Scientist,14688.0,1000-4999,2018
5,Data Scientist,30597.0,100-1000,2018
8,Data Scientist,70146.0,5000-9999,2018
2,Data Scientist,22032.0,10000+,2018
5,Data Scientist,660900.0,10-100,2018
5,Data Scientist,10000.0,Fewer than 10 employees,2018
2,Data Scientist,9552.0,10-100,2018
5,Data Scientist,73619.0,10-100,2018
2,Data Scientist,49308.0,10-100,2018
8,Data Scientist,106838.0,10000+,2018
8,Data Scientist,44064.0,5000-9999,2018
17,Data Scientist,113000.0,10000+,2018
8,Data Scientist,26196.0,1000-4999,2018
2,Data Scientist,70000.0,1000-4999,2018
8,Data Scientist,96768.0,10000+,2018
5,Data Scientist,110000.0,100-1000,2018
5,Data Scientist,67178.0,100-1000,2018
30,Data Scientist,1080000.0,Fewer than 10 employees,2018
5,Data Scientist,230000.0,10-100,2018
2,Data Scientist,32209.0,10000+,2018
5,Data Scientist,31848.0,1000-4999,2018
5,Data Scientist,85000.0,10000+,2018
11,Data Scientist,25452.0,10-100,2018
8,Data Scientist,61211.0,5000-9999,2018
20,Data Scientist,120000.0,1000-4999,2018
14,Data Scientist,229393.0,10-100,2018
26,Data Scientist,73433.0,100-1000,2018
14,Data Scientist,250000.0,1000-4999,2018
2,Data Scientist,29373.0,100-1000,2018
5,Data Scientist,440592.0,100-1000,2018
5,Data Scientist,42836.0,1000-4999,2018
5,Data Scientist,35000.0,10-100,2018
5,Data Scientist,1000000.0,10-100,2018
8,Data Scientist,79552.0,10-100,2018
5,Data Scientist,64417.0,10-100,2018
5,Data Scientist,66000.0,10000+,2018
8,Data Scientist,125000.0,5000-9999,2018
5,Data Scientist,48955.0,10-100,2018
11,Data Scientist,32400.0,1000-4999,2018
20,Data Scientist,73433.0,10000+,2018
2,Data Scientist,19824.0,10000+,2018
5,Data Scientist,75000.0,10000+,2018
11,Data Scientist,110000.0,1000-4999,2018
5,Data Scientist,97000.0,10000+,2018
17,Data Scientist,358956.0,10000+,2018
5,Data Scientist,7176.0,10-100,2018
2,Data Scientist,2256.0,100-1000,2018
23,Data Scientist,104064.0,5000-9999,2018
5,Data Scientist,62418.0,100-1000,2018
5,Data Scientist,79175.0,10-100,2018
5,Data Scientist,15888.0,1000-4999,2018
2,Data Scientist,61194.0,100-1000,2018
8,Data Scientist,117492.0,10000+,2018
5,Data Scientist,105000.0,Fewer than 10 employees,2018
11,Data Scientist,97910.0,Fewer than 10 employees,2018
30,Data Scientist,1000000.0,10000+,2018
5,Data Scientist,100000.0,100-1000,2018
5,Data Scientist,6888.0,10000+,2018
5,Data Scientist,66084.0,5000-9999,2018
14,Data Scientist,99042.0,10-100,2018
5,Data Scientist,73428.0,10-100,2018
